movieId,title,genres,imdbId,tmdbId,rating,userId,movieId,tag,userId
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104,3,1,7153,fantasy world,62
125,Flirting With Disaster (1996),Comedy,116324,2074,5,1,7153,great soundtrack,62
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,110647,27793,4,1,7153,lord of the rings,62
128,Jupiter's Wife (1994),Documentary,110217,290157,4,1,7153,scenic,62
129,Pie in the Sky (1996),Comedy|Romance,114131,110972,5,1,7153,stylized,62
132,Jade (1995),Thriller,113451,11863,4,1,7153,Tolkien,62
135,Down Periscope (1996),Comedy,116130,9101,4,1,8641,hilarious,62
137,Man of the Year (1995),Documentary,113756,5757,5,1,8641,Steve Carell,62
140,Up Close and Personal (1996),Drama|Romance,118055,9302,5,1,8641,Will Ferrell,62
141,"Birdcage, The (1996)",Comedy,115685,11000,4,1,27660,animation,62
144,"Brothers McMullen, The (1995)",Comedy,112585,16388,4,1,27660,anime,62
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,112442,9737,5,1,27660,cyberpunk,62
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,112342,30765,4,1,27660,dark,62
147,"Basketball Diaries, The (1995)",Drama,112461,10474,5,1,27660,Matrix,62
148,"Awfully Big Adventure, An (1995)",Drama,112427,22279,4,1,27660,sci-fi,62
149,Amateur (1994),Crime|Drama|Thriller,109093,30157,5,1,27706,dark comedy,62
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568,4,1,27706,Jim Carrey,62
151,Rob Roy (1995),Action|Drama|Romance|War,114287,11780,5,1,27706,meryl streep,62
152,"Addiction, The (1995)",Drama|Horror,112288,34996,4,1,27706,quirky,62
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,112462,414,5,1,27706,stylized,62
154,Beauty of the Day (Belle de jour) (1967),Drama,61395,649,5,1,27808,Adam Sandler,62
155,Beyond Rangoon (1995),Adventure|Drama|War,112495,1873,5,1,27808,family,62
156,Blue in the Face (1995),Comedy|Drama,112541,5894,3,1,27808,sweet,62
157,Canadian Bacon (1995),Comedy|War,109370,1775,5,1,27831,British gangster,62
158,Casper (1995),Adventure|Children,112642,8839,4,1,27831,confusing,62
159,Clockers (1995),Crime|Drama|Mystery,112688,20649,4,1,27831,daniel craig,62
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,112715,10329,4,1,27831,Exquisite plotting.,62
161,Crimson Tide (1995),Drama|Thriller|War,112740,8963,5,1,27831,organized crime,62
162,Crumb (1994),Documentary,109508,26564,5,1,27831,stylish,62
163,Desperado (1995),Action|Romance|Western,112851,8068,5,1,27831,Tom Hardy,62
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,112857,8512,5,1,31658,anime,62
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,112864,1572,5,1,31658,fantasy world,62
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,112887,13552,4,1,31658,Hayao Miyazaki,62
168,First Knight (1995),Action|Drama|Romance,113071,6520,5,1,31658,Studio Ghibli,62
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,113114,9073,4,1,33162,David Thewlis,62
170,Hackers (1995),Action|Adventure|Crime|Thriller,113243,10428,4,1,33162,Eva Green,62
171,Jeffrey (1995),Comedy|Drama,113464,17447,2,1,33162,Liam Neeson,62
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,113481,9886,4,1,33162,Orlando Bloom,62
173,Judge Dredd (1995),Action|Crime|Sci-Fi,113492,9482,4,1,34150,Chris Evans,62
174,Jury Duty (1995),Comedy,113500,19326,5,1,34150,comic book,62
175,Kids (1995),Drama,113540,9344,5,1,34150,heroine in tight suit,62
176,Living in Oblivion (1995),Comedy,113677,9071,2,1,34150,Jessica Alba,62
177,Lord of Illusions (1995),Horror,113690,8973,5,1,34150,sexy female scientist,62
178,Love & Human Remains (1993),Comedy|Drama,107447,15730,4,1,34150,superhero,62
179,Mad Love (1995),Drama|Romance,113729,47608,5,1,37729,gothic,62
180,Mallrats (1995),Comedy|Romance,113749,2293,2,1,37729,helena bonham carter,62
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,113820,9070,5,1,37729,Johnny Depp,62
183,Mute Witness (1994),Comedy|Horror|Thriller,110604,48787,4,1,37729,Tim Burton,62
184,Nadja (1994),Drama,110620,34574,3,1,37729,visually appealing,62
185,"Net, The (1995)",Action|Crime|Thriller,113957,1642,5,1,38061,black comedy,62
186,Nine Months (1995),Comedy|Romance,113986,11472,4,1,38061,clever,62
187,Party Girl (1995),Comedy,114095,36196,5,1,38061,fast-paced dialogue,62
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,114194,11980,5,1,38061,good dialogue,62
189,Reckless (1995),Comedy|Fantasy,114241,58372,4,1,38061,Robert Downey Jr.,62
190,Safe (1995),Thriller,114323,32646,4,1,38061,witty,62
191,"Scarlet Letter, The (1995)",Drama|Romance,114345,10533,5,1,45447,adventure,62
193,Showgirls (1995),Drama,114436,10802,3,1,45447,Audrey Tautou,62
194,Smoke (1995),Comedy|Drama,114478,10149,5,1,45447,conspiracy theory,62
195,Something to Talk About (1995),Comedy|Drama|Romance,114496,18402,5,1,45447,Mystery,62
196,Species (1995),Horror|Sci-Fi,114508,9348,5,1,45447,Paris,62
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,114558,281,5,1,45447,Tom Hanks,62
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,58450,5967,5,1,45447,treasure hunt,62
201,Three Wishes (1995),Drama|Fantasy,114663,47939,4,1,46723,Brad Pitt,62
202,Total Eclipse (1995),Drama|Romance,114702,36834,2,1,46723,cate blanchett,62
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,114682,9090,4,1,46723,multiple storylines,62
204,Under Siege 2: Dark Territory (1995),Action,114781,3512,4,1,46723,social commentary,62
205,Unstrung Heroes (1995),Comedy|Drama,114798,52856,5,1,46972,Ben Stiller,62
206,Unzipped (1995),Documentary,114805,77350,4,1,46972,Robin Williams,62
207,"Walk in the Clouds, A (1995)",Drama|Romance,114887,9560,4,1,46976,emma thompson,62
208,Waterworld (1995),Action|Adventure|Sci-Fi,114898,9804,5,1,46976,Maggie Gyllenhaal,62
209,White Man's Burden (1995),Drama,114928,31611,3,1,46976,modern fantasy,62
210,Wild Bill (1995),Western,114938,65796,5,1,46976,romance,62
211,"Browning Version, The (1994)",Drama,109340,49805,5,1,46976,surreal,62
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,112602,26258,5,1,46976,Will Ferrell,62
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,111579,50797,5,1,49130,Marion Cotillard,62
214,Before the Rain (Pred dozhdot) (1994),Drama|War,110882,19155,4,1,49530,Africa,62
215,Before Sunrise (1995),Drama|Romance,112471,76,4,1,49530,corruption,62
216,Billy Madison (1995),Comedy,112508,11017,5,1,49530,Jennifer Connelly,62
217,"Babysitter, The (1995)",Drama|Thriller,112438,37141,5,1,49530,justice,62
218,Boys on the Side (1995),Comedy|Drama,112571,9382,5,1,49530,Leonardo DiCaprio,62
219,"Cure, The (1995)",Drama,112757,6715,4,1,53464,bad acting,62
220,Castle Freak (1995),Horror,112643,18256,5,1,53464,bad jokes,62
222,Circle of Friends (1995),Drama|Romance,112679,22625,5,1,53464,bad plot,62
223,Clerks (1994),Comedy,109445,2292,5,1,53464,Chris Evans,62
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,112883,1909,5,1,53464,Jessica Alba,62
225,Disclosure (1994),Drama|Thriller,109635,8984,5,1,53464,Marvel,62
227,Drop Zone (1994),Action|Thriller,109676,4954,4,1,53464,sexy female scientist,62
228,Destiny Turns on the Radio (1995),Comedy,112854,62488,5,1,58047,Rachel Weisz,62
229,Death and the Maiden (1994),Drama|Thriller,109579,10531,5,1,58047,Ryan Reynolds,62
230,Dolores Claiborne (1995),Drama|Thriller,109642,11929,5,1,59501,fantasy,62
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,109686,8467,4,1,59501,lion,62
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797,10451,5,1,59501,narnia,62
233,Exotica (1994),Drama,109759,20156,5,1,59501,Tilda Swinton,62
234,Exit to Eden (1994),Comedy,109758,18395,5,1,60074,bad script,62
235,Ed Wood (1994),Comedy|Drama,109707,522,5,1,60074,Charlize Theron,62
236,French Kiss (1995),Action|Comedy|Romance,113117,397,4,1,60074,Will Smith,62
237,Forget Paris (1995),Comedy|Romance,113097,10525,5,1,60126,Anne Hathaway,62
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,113028,27985,4,1,60126,Steve Carell,62
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,113198,15789,1,1,60756,comedy,62
240,Hideaway (1995),Thriller,113303,27303,3,1,60756,funny,62
241,Fluke (1995),Children|Drama,113089,21183,3,1,60756,will ferrell,62
242,Farinelli: il castrato (1994),Drama|Musical,109771,10954,5,1,61024,comedy,62
243,Gordy (1995),Children|Comedy|Fantasy,113199,47867,5,1,61024,James Franco,62
246,Hoop Dreams (1994),Documentary,110057,14275,5,1,61024,Seth Rogen,62
247,Heavenly Creatures (1994),Crime|Drama,110005,1024,4,1,61024,Stoner Movie,62
248,Houseguest (1994),Comedy,110066,17207,4,1,63992,audience intelligence underestimated,62
249,Immortal Beloved (1994),Drama|Romance,110116,13701,5,1,63992,boring,62
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,110006,14819,5,1,63992,chick flick,62
251,"Hunted, The (1995)",Action,113360,32631,5,1,63992,overrated,62
252,I.Q. (1994),Comedy|Romance,110099,11777,4,1,63992,Teen movie,62
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,110148,628,4,1,68848,Adrien Brody,62
254,Jefferson in Paris (1995),Drama,113463,87729,4,1,68848,con artists,62
255,"Jerky Boys, The (1995)",Comedy,110189,18713,5,1,68848,funny,62
256,Junior (1994),Comedy|Sci-Fi,110216,6280,4,1,68848,interesting characters,62
257,Just Cause (1995),Mystery|Thriller,113501,9061,4,1,68848,Mark Ruffalo,62
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,113538,37108,5,1,68848,Rachel Weisz,62
259,Kiss of Death (1995),Crime|Drama|Thriller,113552,6071,5,1,71535,Bill Murray,62
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,76759,11,5,1,71535,dark comedy,62
261,Little Women (1994),Drama,110367,9587,5,1,71535,Emma Stone,62
262,"Little Princess, A (1995)",Children|Drama,113670,19101,4,1,71535,funny,62
263,Ladybird Ladybird (1994),Drama,110296,49980,4,1,71535,Jesse Eisenberg,62
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994,18183,5,1,71535,Woody Harrelson,62
266,Legends of the Fall (1994),Drama|Romance|War|Western,110322,4476,4,1,87430,audience intelligence underestimated,62
267,Major Payne (1995),Comedy,110443,11008,4,1,87430,CGI,62
269,My Crazy Life (Mi vida loca) (1993),Drama,107566,32325,5,1,87430,cheesy,62
270,Love Affair (1994),Drama|Romance,110391,43742,3,2,87430,comic book,62
271,Losing Isaiah (1995),Drama,113691,28313,4,2,87430,DC,62
272,"Madness of King George, The (1994)",Comedy|Drama,110428,11318,4.5,2,87430,DC Comics,62
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,109836,3036,4,2,87430,Ryan Reynolds,62
274,Man of the House (1995),Comedy,113755,40490,4,2,87430,space,62
275,Mixed Nuts (1994),Comedy,110538,24070,3.5,2,87430,superhero,62
276,Milk Money (1994),Comedy|Romance,110516,8986,4,2,88405,comedy,62
277,Miracle on 34th Street (1994),Drama,110527,10510,4,2,88405,funny,62
278,Miami Rhapsody (1995),Comedy,113808,17402,4.5,2,88405,happy ending,62
279,My Family (1995),Drama,113896,38722,5,2,88405,HOT actress,62
280,Murder in the First (1995),Drama|Thriller,113870,8438,4.5,2,88405,Justin Timberlake,62
281,Nobody's Fool (1994),Comedy|Drama|Romance,110684,11593,3,2,88405,Mila Kunis,62
282,Nell (1994),Drama,110638,1945,4,2,88405,New York City,62
283,New Jersey Drive (1995),Crime|Drama,113967,39310,3,2,88405,romance,62
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,117169,109560,4,2,88405,sex,62
285,Beyond Bedlam (1993),Drama|Horror,106402,56428,4.5,2,96861,Istanbul,62
287,Nina Takes a Lover (1994),Comedy|Romance,110671,131957,5,2,96861,Liam Neeson,62
288,Natural Born Killers (1994),Action|Crime|Thriller,110632,241,4,2,96861,predictable,62
289,Only You (1994),Comedy|Romance,110737,9058,5,2,96861,Turkey,62
290,Once Were Warriors (1994),Crime|Drama,110729,527,3.5,2,96861,unnecessary sequel,62
291,Poison Ivy II (1996),Drama|Thriller,114151,18220,2.5,2,99114,action,62
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,114069,6950,3.5,2,99114,Christoph Waltz,62
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101,5,2,99114,funny,62
294,"Perez Family, The (1995)",Comedy|Romance,114113,63020,3,2,99114,good soundtrack,62
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,114210,2307,4,2,99114,Great performances,62
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,110912,680,2,2,99114,Humour,62
298,Pushing Hands (Tui shou) (1992),Drama,105652,25296,3.5,2,99114,Leonardo DiCaprio,62
299,Priest (1994),Drama,110889,40156,5,2,99114,Quentin Tarantino,62
300,Quiz Show (1994),Drama,110932,11450,5,2,99114,Samuel L. Jackson,62
301,Picture Bride (Bijo photo) (1994),Drama|Romance,114129,30304,0.5,3,99114,Soundtrack,62
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,110963,10452,0.5,3,99114,western,62
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,114214,12106,0.5,3,103042,Amy Adams,62
304,Roommates (1995),Comedy|Drama,114296,161495,0.5,3,103042,superhero,62
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,110907,3586,0.5,3,104863,daniel radcliffe,62
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495,110,5,3,104863,zoe kazan,62
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394,108,0.5,3,107348,comedy,62
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,111507,109,0.5,3,107348,Steve Carell,62
310,Rent-a-Kid (1995),Comedy,114268,36357,0.5,3,107348,stupid but funny,62
311,Relative Fear (1994),Horror|Thriller,110965,92769,0.5,3,107348,will ferrell,62
312,Stuart Saves His Family (1995),Comedy,114571,28033,0.5,3,108190,anti-intellectual,62
313,"Swan Princess, The (1994)",Animation|Children,111333,22586,3.5,3,108190,bad writing,62
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,111112,14334,0.5,3,108190,dystopia,62
315,"Specialist, The (1994)",Action|Drama|Thriller,111255,2636,3,3,108190,new society,62
316,Stargate (1994),Action|Adventure|Sci-Fi,111282,2164,4.5,3,108190,plot holes,62
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,111070,11395,0.5,3,108190,predictable,62
318,"Shawshank Redemption, The (1994)",Crime|Drama,111161,278,0.5,3,108190,scifi,62
319,Shallow Grave (1994),Comedy|Drama|Thriller,111149,9905,0.5,3,108190,unintelligent,62
320,Suture (1993),Film-Noir|Thriller,108260,87078,2,3,111743,Charlize Theron,62
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,106966,12527,4,3,111743,Liam Neeson,62
322,Swimming with Sharks (1995),Comedy|Drama,114594,20306,0.5,3,111743,Seth MacFarlane,62
324,"Sum of Us, The (1994)",Comedy|Drama,111309,36614,5,3,111743,witty,62
325,National Lampoon's Senior Trip (1995),Comedy,113936,27993,4.5,3,114180,action,62
326,To Live (Huozhe) (1994),Drama,110081,31439,0.5,3,114180,dystopia,62
327,Tank Girl (1995),Action|Comedy|Sci-Fi,114614,9067,5,3,114180,plot holes,62
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,114608,9059,0.5,3,114180,post-apocalyptic,62
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,111280,193,5,3,114180,survival,62
330,Tales from the Hood (1995),Action|Crime|Horror,114609,25066,0.5,3,114180,thriller,62
331,Tom & Viv (1994),Drama,111454,46797,5,3,114180,unexplained,62
332,Village of the Damned (1995),Horror|Sci-Fi,114852,12122,5,3,114180,weak plot,62
333,Tommy Boy (1995),Comedy,114694,11381,4.5,3,115149,dark hero,62
334,Vanya on 42nd Street (1994),Drama,111590,32636,5,3,115149,gun-fu,62
335,Underneath (1995),Mystery|Thriller,114788,36141,0.5,3,115149,Keanu Reeves,62
336,"Walking Dead, The (1995)",Drama|War,114888,95963,5,3,115149,Revenge,62
337,What's Eating Gilbert Grape (1993),Drama,108550,1587,4.5,3,115149,secret society,62
338,Virtuosity (1995),Action|Sci-Fi|Thriller,114857,9271,5,3,115149,stylish,62
339,While You Were Sleeping (1995),Comedy|Romance,114924,2064,4.5,3,116897,black comedy,62
340,"War, The (1994)",Adventure|Drama|War,111667,19855,5,3,116897,dark comedy,62
341,Double Happiness (1994),Drama,109655,60855,0.5,3,116897,dark humor,62
342,Muriel's Wedding (1994),Comedy,110598,236,3,4,116897,ironic,62
343,"Baby-Sitters Club, The (1995)",Children,112435,48287,2,4,116897,multiple short stories,62
344,Ace Ventura: Pet Detective (1994),Comedy,109040,3049,3,4,116897,short stories,62
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,109045,2759,2,4,119141,bromance,62
346,Backbeat (1993),Drama|Musical,106339,12635,3,4,119141,comedy,62
347,Bitter Moon (1992),Drama|Film-Noir|Romance,104779,10497,3,4,119141,funny,62
348,Bullets Over Broadway (1994),Comedy,109348,11382,4,4,119141,James Franco,62
